INFO 2024-10-07 19:16:31,039 autoreload Watching for file changes with StatReloader
DEBUG 2024-10-07 19:16:31,571 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\re\__init__.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,571 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\asyncio\base_tasks.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,571 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\utils\ipv6.py first seen with mtime 1727728871.113994
DEBUG 2024-10-07 19:16:31,572 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\core\files\storage\mixins.py first seen with mtime 1727728870.7908573
DEBUG 2024-10-07 19:16:31,572 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\template\smartif.py first seen with mtime 1727728871.0571465
DEBUG 2024-10-07 19:16:31,572 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\pymongo\monitoring.py first seen with mtime 1727717029.2285416
DEBUG 2024-10-07 19:16:31,572 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\admin\filters.py first seen with mtime 1727728867.8816383
DEBUG 2024-10-07 19:16:31,572 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\models\fields\mixins.py first seen with mtime 1727728870.929487
DEBUG 2024-10-07 19:16:31,572 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\importlib\metadata\__init__.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,572 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\models\sql\subqueries.py first seen with mtime 1727728870.9464407
DEBUG 2024-10-07 19:16:31,573 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\djongo\creation.py first seen with mtime 1727709603.8480482
DEBUG 2024-10-07 19:16:31,573 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\core\handlers\__init__.py first seen with mtime 1727728870.7928517
DEBUG 2024-10-07 19:16:31,573 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\zipfile\_path\glob.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,573 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\backends\base\client.py first seen with mtime 1727728870.8536904
DEBUG 2024-10-07 19:16:31,573 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\models\options.py first seen with mtime 1727728870.9195135
DEBUG 2024-10-07 19:16:31,573 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\template\loaders\app_directories.py first seen with mtime 1727728871.066121
DEBUG 2024-10-07 19:16:31,573 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\sqlparse\filters\aligned_indent.py first seen with mtime 1727882787.914529
DEBUG 2024-10-07 19:16:31,574 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\ipv4.py first seen with mtime 1727709584.113793
DEBUG 2024-10-07 19:16:31,574 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\core\checks\translation.py first seen with mtime 1727728870.7679186
DEBUG 2024-10-07 19:16:31,574 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\models\aggregates.py first seen with mtime 1727728870.911534
DEBUG 2024-10-07 19:16:31,574 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\models\functions\__init__.py first seen with mtime 1727728870.935471
DEBUG 2024-10-07 19:16:31,574 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\sessions\__init__.py first seen with mtime 1727728870.156554
DEBUG 2024-10-07 19:16:31,574 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\socketserver.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,575 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\bson\raw_bson.py first seen with mtime 1727717029.1810112
DEBUG 2024-10-07 19:16:31,576 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\core\files\storage\__init__.py first seen with mtime 1727728870.785871
DEBUG 2024-10-07 19:16:31,577 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\urllib\response.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,577 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\auth\decorators.py first seen with mtime 1727728868.477046
DEBUG 2024-10-07 19:16:31,577 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\reversename.py first seen with mtime 1727709584.125757
DEBUG 2024-10-07 19:16:31,578 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\models\sql\where.py first seen with mtime 1727728870.947438
DEBUG 2024-10-07 19:16:31,578 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\urllib\request.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,578 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\models\fields\related.py first seen with mtime 1727728870.931483
DEBUG 2024-10-07 19:16:31,578 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\pymongo\cursor.py first seen with mtime 1727717029.2078757
DEBUG 2024-10-07 19:16:31,579 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\middleware\__init__.py first seen with mtime 1727728871.0322113
DEBUG 2024-10-07 19:16:31,579 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\template\base.py first seen with mtime 1727728871.0441794
DEBUG 2024-10-07 19:16:31,580 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\zipfile\__init__.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,580 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\sqlparse\exceptions.py first seen with mtime 1727882787.9065516
DEBUG 2024-10-07 19:16:31,580 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\wsgiref\headers.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,581 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\forms\boundfield.py first seen with mtime 1727728870.9514277
DEBUG 2024-10-07 19:16:31,581 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\middleware\clickjacking.py first seen with mtime 1727728871.0352042
DEBUG 2024-10-07 19:16:31,582 autoreload File D:\django\tasks whatsapp\task_manager\tasks\views.py first seen with mtime 1728248034.311977
DEBUG 2024-10-07 19:16:31,582 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\sessions\base_session.py first seen with mtime 1727728870.1585484
DEBUG 2024-10-07 19:16:31,583 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\core\files\base.py first seen with mtime 1727728870.7778926
DEBUG 2024-10-07 19:16:31,583 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\djongo\base.py first seen with mtime 1727709603.8460531
DEBUG 2024-10-07 19:16:31,583 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\auth\tokens.py first seen with mtime 1727728868.481035
DEBUG 2024-10-07 19:16:31,584 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\core\checks\urls.py first seen with mtime 1727728870.7689166
DEBUG 2024-10-07 19:16:31,584 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\staticfiles\apps.py first seen with mtime 1727728870.7190511
DEBUG 2024-10-07 19:16:31,584 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\asyncio\transports.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,585 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\email\errors.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,585 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\rcode.py first seen with mtime 1727709584.1207716
DEBUG 2024-10-07 19:16:31,585 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\pymongo\server_type.py first seen with mtime 1727717029.2489598
DEBUG 2024-10-07 19:16:31,585 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\http\request.py first seen with mtime 1727728871.030217
DEBUG 2024-10-07 19:16:31,585 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\core\handlers\base.py first seen with mtime 1727728870.7948475
DEBUG 2024-10-07 19:16:31,586 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\utils\timesince.py first seen with mtime 1727728871.1269598
DEBUG 2024-10-07 19:16:31,586 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\models\fields\__init__.py first seen with mtime 1727728870.9254975
DEBUG 2024-10-07 19:16:31,586 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\core\mail\message.py first seen with mtime 1727728870.7998335
DEBUG 2024-10-07 19:16:31,586 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\djongo\exceptions.py first seen with mtime 1727709603.85104
DEBUG 2024-10-07 19:16:31,586 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\asyncio\futures.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,586 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\auth\base_user.py first seen with mtime 1727728868.4740539
DEBUG 2024-10-07 19:16:31,587 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\DLLs\_zoneinfo.pyd first seen with mtime 1712654462.0
DEBUG 2024-10-07 19:16:31,587 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\asyncio\tasks.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,587 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\enum.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,587 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\core\management\color.py first seen with mtime 1727728870.8118017
DEBUG 2024-10-07 19:16:31,587 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\messages\storage\base.py first seen with mtime 1727728869.6888068
DEBUG 2024-10-07 19:16:31,588 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\zonetypes.py first seen with mtime 1727709584.136728
DEBUG 2024-10-07 19:16:31,588 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\template\response.py first seen with mtime 1727728871.0561483
DEBUG 2024-10-07 19:16:31,588 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\dataclasses.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,588 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\templatetags\cache.py first seen with mtime 1727728871.0711086
DEBUG 2024-10-07 19:16:31,588 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\_immutable_ctx.py first seen with mtime 1727709584.1028152
DEBUG 2024-10-07 19:16:31,588 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\wsgiref\util.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,588 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\forms\models.py first seen with mtime 1727728870.9554174
DEBUG 2024-10-07 19:16:31,589 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\_features.py first seen with mtime 1727709584.1028152
DEBUG 2024-10-07 19:16:31,589 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\email\policy.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,589 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\__future__.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,589 autoreload File D:\django\tasks whatsapp\task_manager\tasks\urls.py first seen with mtime 1728247212.1171906
DEBUG 2024-10-07 19:16:31,589 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\template\backends\django.py first seen with mtime 1727728871.0611348
DEBUG 2024-10-07 19:16:31,589 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\email\feedparser.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,590 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\pymongo\database.py first seen with mtime 1727717029.2108686
DEBUG 2024-10-07 19:16:31,590 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\migrations\exceptions.py first seen with mtime 1727728870.8975718
DEBUG 2024-10-07 19:16:31,590 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\email\_encoded_words.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,590 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\backends\base\base.py first seen with mtime 1727728870.8526917
DEBUG 2024-10-07 19:16:31,590 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\utils\translation\trans_real.py first seen with mtime 1727728871.1339397
DEBUG 2024-10-07 19:16:31,590 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\opcode.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,591 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\message.py first seen with mtime 1727709584.1157858
DEBUG 2024-10-07 19:16:31,591 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\template\backends\base.py first seen with mtime 1727728871.0601375
DEBUG 2024-10-07 19:16:31,591 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\urls\converters.py first seen with mtime 1727728871.0890605
DEBUG 2024-10-07 19:16:31,591 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\views\static.py first seen with mtime 1727728871.1389284
DEBUG 2024-10-07 19:16:31,591 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\_compression.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,592 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\bson\py3compat.py first seen with mtime 1727717029.1810112
DEBUG 2024-10-07 19:16:31,592 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\core\mail\utils.py first seen with mtime 1727728870.8008318
DEBUG 2024-10-07 19:16:31,592 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\models\sql\constants.py first seen with mtime 1727728870.9444463
DEBUG 2024-10-07 19:16:31,592 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\traceback.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,593 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\pprint.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,594 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\models\query_utils.py first seen with mtime 1727728870.9225056
DEBUG 2024-10-07 19:16:31,594 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\importlib\metadata\_adapters.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,594 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\email\base64mime.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,594 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\version.py first seen with mtime 1727709584.1327412
DEBUG 2024-10-07 19:16:31,594 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\backends\signals.py first seen with mtime 1727728870.8497005
DEBUG 2024-10-07 19:16:31,595 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\email\mime\base.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,595 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\views\generic\dates.py first seen with mtime 1727728871.147903
DEBUG 2024-10-07 19:16:31,595 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\contenttypes\__init__.py first seen with mtime 1727728868.667536
DEBUG 2024-10-07 19:16:31,595 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\asyncio\windows_events.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,596 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\warnings.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,596 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\pymongo\results.py first seen with mtime 1727717029.2419746
DEBUG 2024-10-07 19:16:31,596 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\DLLs\_hashlib.pyd first seen with mtime 1712654462.0
DEBUG 2024-10-07 19:16:31,596 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\template\context.py first seen with mtime 1727728871.0451777
DEBUG 2024-10-07 19:16:31,596 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\models\fields\related_descriptors.py first seen with mtime 1727728870.933476
DEBUG 2024-10-07 19:16:31,597 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\struct.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,597 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\models\expressions.py first seen with mtime 1727728870.916521
DEBUG 2024-10-07 19:16:31,597 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\utils\safestring.py first seen with mtime 1727728871.12297
DEBUG 2024-10-07 19:16:31,597 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\sessions\exceptions.py first seen with mtime 1727728870.1595464
DEBUG 2024-10-07 19:16:31,597 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\utils\regex_helper.py first seen with mtime 1727728871.121974
DEBUG 2024-10-07 19:16:31,598 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\pymongo\server_api.py first seen with mtime 1727717029.2459679
DEBUG 2024-10-07 19:16:31,598 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\pymongo\__init__.py first seen with mtime 1727717029.1897912
DEBUG 2024-10-07 19:16:31,598 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\rdataclass.py first seen with mtime 1727709584.1227713
DEBUG 2024-10-07 19:16:31,598 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\inspect.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,598 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\bson\tz_util.py first seen with mtime 1727717029.1849983
DEBUG 2024-10-07 19:16:31,598 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\utils\cache.py first seen with mtime 1727728871.0960424
DEBUG 2024-10-07 19:16:31,599 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\bson\timestamp.py first seen with mtime 1727717029.1849983
DEBUG 2024-10-07 19:16:31,599 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\sessions\apps.py first seen with mtime 1727728870.1585484
DEBUG 2024-10-07 19:16:31,599 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\core\__init__.py first seen with mtime 1727728870.7389967
DEBUG 2024-10-07 19:16:31,599 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\models\functions\datetime.py first seen with mtime 1727728870.9394612
DEBUG 2024-10-07 19:16:31,599 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\tempfile.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,599 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\contenttypes\forms.py first seen with mtime 1727728868.6715262
DEBUG 2024-10-07 19:16:31,600 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\contrib\auth\password_validation.py first seen with mtime 1727728868.4800377
DEBUG 2024-10-07 19:16:31,600 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\backends\base\validation.py first seen with mtime 1727728870.859674
DEBUG 2024-10-07 19:16:31,600 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\models\functions\comparison.py first seen with mtime 1727728870.9374774
DEBUG 2024-10-07 19:16:31,600 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\db\models\manager.py first seen with mtime 1727728870.9185157
DEBUG 2024-10-07 19:16:31,600 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\pymongo\periodic_executor.py first seen with mtime 1727717029.2345252
DEBUG 2024-10-07 19:16:31,600 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\template\backends\__init__.py first seen with mtime 1727728871.0591407
DEBUG 2024-10-07 19:16:31,601 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\pymongo\operations.py first seen with mtime 1727717029.233528
DEBUG 2024-10-07 19:16:31,601 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\email\_parseaddr.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,601 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\set.py first seen with mtime 1727709584.1277542
DEBUG 2024-10-07 19:16:31,601 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\sysconfig.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,601 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\urls\base.py first seen with mtime 1727728871.0860674
DEBUG 2024-10-07 19:16:31,601 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\zipfile\_path\__init__.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,602 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\DLLs\_uuid.pyd first seen with mtime 1712654462.0
DEBUG 2024-10-07 19:16:31,602 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\pymongo\collation.py first seen with mtime 1727717029.200895
DEBUG 2024-10-07 19:16:31,602 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\importlib\metadata\_collections.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,602 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\rdtypes\__init__.py first seen with mtime 1727709584.1457067
DEBUG 2024-10-07 19:16:31,602 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\dns\rdata.py first seen with mtime 1727709584.1217697
DEBUG 2024-10-07 19:16:31,603 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\pymongo\srv_resolver.py first seen with mtime 1727717029.2529492
DEBUG 2024-10-07 19:16:31,603 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\token.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,603 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\sqlparse\__init__.py first seen with mtime 1727882787.903558
DEBUG 2024-10-07 19:16:31,603 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\django\template\__init__.py first seen with mtime 1727728871.0421853
DEBUG 2024-10-07 19:16:31,603 autoreload File C:\Users\anike\AppData\Local\Programs\Python\Python312\Lib\platform.py first seen with mtime 1712654418.0
DEBUG 2024-10-07 19:16:31,603 autoreload File D:\django\tasks whatsapp\myenv\Lib\site-packages\pymongo\auth.py first seen with mtime 1727717029.194485
